date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate,date2
14/09/2020,region,E12000005,West Midlands,349,323,2020-09-14
13/09/2020,region,E12000005,West Midlands,397,217,2020-09-13
12/09/2020,region,E12000005,West Midlands,357,291,2020-09-12
11/09/2020,region,E12000005,West Midlands,416,359,2020-09-11
10/09/2020,region,E12000005,West Midlands,353,385,2020-09-10
09/09/2020,region,E12000005,West Midlands,328,385,2020-09-09
08/09/2020,region,E12000005,West Midlands,252,429,2020-09-08
07/09/2020,region,E12000005,West Midlands,430,486,2020-09-07
06/09/2020,region,E12000005,West Midlands,420,320,2020-09-06
05/09/2020,region,E12000005,West Midlands,177,306,2020-09-05
04/09/2020,region,E12000005,West Midlands,207,434,2020-09-04
03/09/2020,region,E12000005,West Midlands,162,363,2020-09-03
02/09/2020,region,E12000005,West Midlands,145,346,2020-09-02
01/09/2020,region,E12000005,West Midlands,101,255,2020-09-01
31/08/2020,region,E12000005,West Midlands,115,127,2020-08-31
30/08/2020,region,E12000005,West Midlands,157,94,2020-08-30
29/08/2020,region,E12000005,West Midlands,115,113,2020-08-29
28/08/2020,region,E12000005,West Midlands,125,156,2020-08-28
27/08/2020,region,E12000005,West Midlands,205,143,2020-08-27
26/08/2020,region,E12000005,West Midlands,108,125,2020-08-26
25/08/2020,region,E12000005,West Midlands,110,142,2020-08-25
24/08/2020,region,E12000005,West Midlands,77,130,2020-08-24
23/08/2020,region,E12000005,West Midlands,109,82,2020-08-23
22/08/2020,region,E12000005,West Midlands,109,76,2020-08-22
21/08/2020,region,E12000005,West Midlands,104,104,2020-08-21
20/08/2020,region,E12000005,West Midlands,138,163,2020-08-20
19/08/2020,region,E12000005,West Midlands,99,118,2020-08-19
18/08/2020,region,E12000005,West Midlands,137,110,2020-08-18
17/08/2020,region,E12000005,West Midlands,73,138,2020-08-17
16/08/2020,region,E12000005,West Midlands,134,73,2020-08-16
15/08/2020,region,E12000005,West Midlands,134,96,2020-08-15
14/08/2020,region,E12000005,West Midlands,271,171,2020-08-14
13/08/2020,region,E12000005,West Midlands,0,117,2020-08-13
12/08/2020,region,E12000005,West Midlands,131,133,2020-08-12
