date,bank,value
2009-12-03,Credit Suisse,51.27
2009-12-04,Credit Suisse,51.47
2009-12-07,Credit Suisse,50.15
2009-12-08,Credit Suisse,48.97
2009-12-09,Credit Suisse,48.42
2009-12-10,Credit Suisse,48.75
2009-12-11,Credit Suisse,48.15
2009-12-14,Credit Suisse,48.77
2009-12-15,Credit Suisse,47.10
2009-12-16,Credit Suisse,49.34
2009-12-17,Credit Suisse,47.21
2009-12-18,Credit Suisse,47.25
2009-12-21,Credit Suisse,47.72
2009-12-22,Credit Suisse,48.10
2009-12-23,Credit Suisse,48.38
2009-12-24,Credit Suisse,48.73
2009-12-28,Credit Suisse,49.12
2009-12-29,Credit Suisse,49.07
2009-12-30,Credit Suisse,48.27
2009-12-31,Credit Suisse,48.01
2010-01-04,Credit Suisse,50.77
2010-01-05,Credit Suisse,51.19
2010-01-06,Credit Suisse,50.48
2010-01-07,Credit Suisse,52.52
2010-01-08,Credit Suisse,53.29
2010-01-11,Credit Suisse,52.81
2010-01-12,Credit Suisse,51.99
2010-01-13,Credit Suisse,52.08
2010-01-14,Credit Suisse,52.12
2010-01-15,Credit Suisse,49.45
2010-01-19,Credit Suisse,49.80
2010-01-20,Credit Suisse,48.15
2010-01-21,Credit Suisse,46.30
2010-01-22,Credit Suisse,43.36
2010-01-25,Credit Suisse,45.21
2010-01-26,Credit Suisse,43.88
2010-01-27,Credit Suisse,44.23
2010-01-28,Credit Suisse,43.42
2010-01-29,Credit Suisse,42.17
2010-02-01,Credit Suisse,43.79
2010-02-02,Credit Suisse,45.48
2010-02-03,Credit Suisse,44.57
2010-02-04,Credit Suisse,40.86
2010-02-05,Credit Suisse,40.49
2010-02-08,Credit Suisse,39.35
2010-02-09,Credit Suisse,41.45
2010-02-10,Credit Suisse,42.35
2010-02-11,Credit Suisse,42.21
2010-02-12,Credit Suisse,41.92
2010-02-16,Credit Suisse,44.18
2010-02-17,Credit Suisse,43.50
2010-02-18,Credit Suisse,43.38
2010-02-19,Credit Suisse,42.76
2010-02-22,Credit Suisse,43.79
2010-02-23,Credit Suisse,42.43
2010-02-24,Credit Suisse,43.03
2010-02-25,Credit Suisse,43.59
2010-02-26,Credit Suisse,43.55
2010-03-01,Credit Suisse,44.28
2010-03-02,Credit Suisse,44.66
2010-03-03,Credit Suisse,45.04
2010-03-04,Credit Suisse,45.25
2010-03-05,Credit Suisse,47.03
2010-03-08,Credit Suisse,47.17
2010-03-09,Credit Suisse,47.10
2010-03-10,Credit Suisse,47.80
2010-03-11,Credit Suisse,48.44
2010-03-12,Credit Suisse,48.66
2010-03-15,Credit Suisse,48.64
2010-03-16,Credit Suisse,49.86
2010-03-17,Credit Suisse,50.88
2010-03-18,Credit Suisse,50.68
2010-03-19,Credit Suisse,50.24
2010-03-22,Credit Suisse,49.54
2010-03-23,Credit Suisse,49.60
2010-03-24,Credit Suisse,48.64
2010-03-25,Credit Suisse,48.40
2010-03-26,Credit Suisse,48.96
2010-03-29,Credit Suisse,49.92
2010-03-30,Credit Suisse,50.05
2010-03-31,Credit Suisse,50.18
2010-04-01,Credit Suisse,50.37
2010-04-05,Credit Suisse,50.56
2010-04-06,Credit Suisse,50.18
2010-04-07,Credit Suisse,48.73
2010-04-08,Credit Suisse,48.44
2010-04-09,Credit Suisse,49.53
2010-04-12,Credit Suisse,50.11
2010-04-13,Credit Suisse,50.29
2010-04-14,Credit Suisse,51.67
2010-04-15,Credit Suisse,51.82
2010-04-16,Credit Suisse,50.51
2010-04-19,Credit Suisse,50.75
2010-04-20,Credit Suisse,49.89
2010-04-21,Credit Suisse,49.54
2010-04-22,Credit Suisse,47.53
2010-04-23,Credit Suisse,46.96
2010-04-26,Credit Suisse,46.48
2010-04-27,Credit Suisse,44.91
2010-04-28,Credit Suisse,45.43
2010-04-29,Credit Suisse,45.85
2010-04-30,Credit Suisse,44.63
2010-05-03,Credit Suisse,45.57
2010-05-04,Credit Suisse,41.82
2010-05-05,Credit Suisse,40.89
2010-05-06,Credit Suisse,38.55
2010-05-07,Credit Suisse,39.28
2010-05-10,Credit Suisse,42.28
2010-05-11,Credit Suisse,41.85
2010-05-12,Credit Suisse,43.07
2010-05-13,Credit Suisse,41.94
2010-05-14,Credit Suisse,40.21
2010-05-17,Credit Suisse,40.59
2010-05-18,Credit Suisse,39.47
2010-05-19,Credit Suisse,39.43
2010-05-20,Credit Suisse,37.74
2010-05-21,Credit Suisse,39.07
2010-05-24,Credit Suisse,37.75
2010-05-25,Credit Suisse,38.07
2010-05-26,Credit Suisse,36.92
2010-05-27,Credit Suisse,38.91
2010-05-28,Credit Suisse,37.78
2010-06-01,Credit Suisse,36.79
2010-06-02,Credit Suisse,37.99
2010-06-03,Credit Suisse,37.88
2010-06-04,Credit Suisse,35.68
2010-06-07,Credit Suisse,35.80
2010-06-08,Credit Suisse,36.55
2010-06-09,Credit Suisse,36.20
2010-06-10,Credit Suisse,37.53
2010-06-11,Credit Suisse,38.53
2010-06-14,Credit Suisse,38.42
2010-06-15,Credit Suisse,39.74
2010-06-16,Credit Suisse,39.53
2010-06-17,Credit Suisse,39.93
2010-06-18,Credit Suisse,40.12
2010-06-21,Credit Suisse,40.18
2010-06-22,Credit Suisse,38.99
2010-06-23,Credit Suisse,39.19
2010-06-24,Credit Suisse,37.49
2010-06-25,Credit Suisse,37.94
2010-06-28,Credit Suisse,38.20
2010-06-29,Credit Suisse,36.60
2010-06-30,Credit Suisse,36.55
2010-07-01,Credit Suisse,37.29
2010-07-02,Credit Suisse,37.21
2010-07-06,Credit Suisse,38.41
2010-07-07,Credit Suisse,40.46
2010-07-08,Credit Suisse,41.30
2010-07-09,Credit Suisse,41.34
2010-07-12,Credit Suisse,41.83
2010-07-13,Credit Suisse,42.36
2010-07-14,Credit Suisse,42.00
2010-07-15,Credit Suisse,41.84
2010-07-16,Credit Suisse,39.70
2010-07-19,Credit Suisse,40.35
2010-07-20,Credit Suisse,40.78
2010-07-21,Credit Suisse,41.01
2010-07-22,Credit Suisse,41.14
2010-07-23,Credit Suisse,41.69
2010-07-26,Credit Suisse,42.15
2010-07-27,Credit Suisse,44.00
2010-07-28,Credit Suisse,44.34
2010-07-29,Credit Suisse,44.73
2010-07-30,Credit Suisse,44.31
2010-08-02,Credit Suisse,46.28
2010-08-03,Credit Suisse,46.33
2010-08-04,Credit Suisse,46.04
2010-08-05,Credit Suisse,46.98
2010-08-06,Credit Suisse,47.07
2010-08-09,Credit Suisse,46.53
2010-08-10,Credit Suisse,45.88
2010-08-11,Credit Suisse,43.67
2010-08-12,Credit Suisse,43.54
2010-08-13,Credit Suisse,43.31
2010-08-16,Credit Suisse,43.32
2010-08-17,Credit Suisse,43.96
2010-08-18,Credit Suisse,44.02
2010-08-19,Credit Suisse,43.41
2010-08-20,Credit Suisse,42.97
2010-08-23,Credit Suisse,42.82
2010-08-24,Credit Suisse,42.37
2010-08-25,Credit Suisse,42.20
2010-08-26,Credit Suisse,42.40
2010-08-27,Credit Suisse,42.96
2010-08-30,Credit Suisse,42.45
2010-08-31,Credit Suisse,42.85
2010-09-01,Credit Suisse,44.02
2010-09-02,Credit Suisse,44.26
2010-09-03,Credit Suisse,45.51
2010-09-07,Credit Suisse,43.81
2010-09-08,Credit Suisse,43.42
2010-09-09,Credit Suisse,43.98
2010-09-10,Credit Suisse,44.09
2010-09-13,Credit Suisse,45.50
2010-09-14,Credit Suisse,45.74
2010-09-15,Credit Suisse,45.30
2010-09-16,Credit Suisse,45.04
2010-09-17,Credit Suisse,44.74
2010-09-20,Credit Suisse,45.60
2010-09-21,Credit Suisse,44.81
2010-09-22,Credit Suisse,44.22
2010-09-23,Credit Suisse,42.49
2010-09-24,Credit Suisse,43.40
2010-09-27,Credit Suisse,42.80
2010-09-28,Credit Suisse,42.92
2010-09-29,Credit Suisse,42.81
2010-09-30,Credit Suisse,41.56
2010-10-01,Credit Suisse,42.23
2010-10-04,Credit Suisse,41.91
2010-10-05,Credit Suisse,43.15
2010-10-06,Credit Suisse,43.44
2010-10-07,Credit Suisse,43.67
2010-10-08,Credit Suisse,42.99
2010-10-11,Credit Suisse,43.35
2010-10-12,Credit Suisse,43.49
2010-10-13,Credit Suisse,43.95
2010-10-14,Credit Suisse,43.55
2010-10-15,Credit Suisse,42.81
2010-10-18,Credit Suisse,44.02
2010-10-19,Credit Suisse,43.41
2010-10-20,Credit Suisse,43.96
2010-10-21,Credit Suisse,41.63
2010-10-22,Credit Suisse,41.02
2010-10-25,Credit Suisse,40.62
2010-10-26,Credit Suisse,40.46
2010-10-27,Credit Suisse,40.73
2010-10-28,Credit Suisse,41.16
2010-10-29,Credit Suisse,40.53
2010-11-01,Credit Suisse,39.97
2010-11-02,Credit Suisse,41.16
2010-11-03,Credit Suisse,41.22
2010-11-04,Credit Suisse,42.74
2010-11-05,Credit Suisse,42.77
2010-11-08,Credit Suisse,43.10
2010-11-09,Credit Suisse,42.59
2010-11-10,Credit Suisse,42.25
2010-11-11,Credit Suisse,41.71
2010-11-12,Credit Suisse,41.41
2010-11-15,Credit Suisse,41.19
2010-11-16,Credit Suisse,40.20
2010-11-17,Credit Suisse,40.07
2010-11-18,Credit Suisse,40.44
2010-11-19,Credit Suisse,40.44
2010-11-22,Credit Suisse,39.55
2010-11-23,Credit Suisse,38.37
2010-11-24,Credit Suisse,38.58
2010-11-26,Credit Suisse,37.43
2010-11-29,Credit Suisse,37.40
2010-11-30,Credit Suisse,36.16
2010-12-01,Credit Suisse,37.09
2010-12-02,Credit Suisse,38.13
2010-12-03,Credit Suisse,38.86
2010-12-06,Credit Suisse,37.71
2010-12-07,Credit Suisse,37.73
2010-12-08,Credit Suisse,38.58
2010-12-09,Credit Suisse,39.09
2010-12-10,Credit Suisse,38.81
2010-12-13,Credit Suisse,39.17
2010-12-14,Credit Suisse,39.44
2010-12-15,Credit Suisse,38.66
2010-12-16,Credit Suisse,38.51
2010-12-17,Credit Suisse,37.96
2010-12-20,Credit Suisse,38.15
2010-12-21,Credit Suisse,38.82
2010-12-22,Credit Suisse,39.28
2010-12-23,Credit Suisse,39.39
2010-12-27,Credit Suisse,39.00
2010-12-28,Credit Suisse,39.33
2010-12-29,Credit Suisse,39.45
2010-12-30,Credit Suisse,39.39
2010-12-31,Credit Suisse,39.46
2011-01-03,Credit Suisse,39.94
2011-01-04,Credit Suisse,40.46
2011-01-05,Credit Suisse,40.95
2011-01-06,Credit Suisse,41.40
2011-01-07,Credit Suisse,40.67
2011-01-10,Credit Suisse,40.71
2011-01-11,Credit Suisse,40.96
2011-01-12,Credit Suisse,42.80
2011-01-13,Credit Suisse,42.82
2011-01-14,Credit Suisse,44.01
2011-01-18,Credit Suisse,43.75
2011-01-19,Credit Suisse,43.42
2011-01-20,Credit Suisse,43.17
2011-01-21,Credit Suisse,44.29
2011-01-24,Credit Suisse,45.10
2011-01-25,Credit Suisse,44.91
2011-01-26,Credit Suisse,44.33
2011-01-27,Credit Suisse,44.74
2011-01-28,Credit Suisse,44.06
2011-01-31,Credit Suisse,43.66
2011-02-01,Credit Suisse,44.55
2011-02-02,Credit Suisse,44.08
2011-02-03,Credit Suisse,44.45
2011-02-04,Credit Suisse,45.07
2011-02-07,Credit Suisse,45.04
2011-02-08,Credit Suisse,45.73
2011-02-09,Credit Suisse,45.55
2011-02-10,Credit Suisse,42.26
2011-02-11,Credit Suisse,42.00
2011-02-14,Credit Suisse,42.87
2011-02-15,Credit Suisse,43.09
2011-02-16,Credit Suisse,44.77
2011-02-17,Credit Suisse,45.65
2011-02-18,Credit Suisse,46.51
2011-02-22,Credit Suisse,45.10
2011-02-23,Credit Suisse,45.49
2011-02-24,Credit Suisse,45.05
2011-02-25,Credit Suisse,45.23
2011-02-28,Credit Suisse,45.15
2011-03-01,Credit Suisse,44.18
2011-03-02,Credit Suisse,44.36
2011-03-03,Credit Suisse,44.29
2011-03-04,Credit Suisse,43.11
2011-03-07,Credit Suisse,42.48
2011-03-08,Credit Suisse,42.29
2011-03-09,Credit Suisse,42.35
2011-03-10,Credit Suisse,41.83
2011-03-11,Credit Suisse,42.14
2011-03-14,Credit Suisse,41.97
2011-03-15,Credit Suisse,40.99
2011-03-16,Credit Suisse,40.27
2011-03-17,Credit Suisse,41.26
2011-03-18,Credit Suisse,40.94
2011-03-21,Credit Suisse,41.90
2011-03-22,Credit Suisse,42.20
2011-03-23,Credit Suisse,42.07
2011-03-24,Credit Suisse,42.15
2011-03-25,Credit Suisse,41.32
2011-03-28,Credit Suisse,41.51
2011-03-29,Credit Suisse,41.97
2011-03-30,Credit Suisse,41.98
2011-03-31,Credit Suisse,41.58
2011-04-01,Credit Suisse,41.70
2011-04-04,Credit Suisse,41.84
2011-04-05,Credit Suisse,41.67
2011-04-06,Credit Suisse,43.05
2011-04-07,Credit Suisse,43.83
2011-04-08,Credit Suisse,43.76
2011-04-11,Credit Suisse,43.73
2011-04-12,Credit Suisse,43.58
2011-04-13,Credit Suisse,43.61
2011-04-14,Credit Suisse,43.20
2011-04-15,Credit Suisse,42.77
2011-04-18,Credit Suisse,41.91
2011-04-19,Credit Suisse,41.82
2011-04-20,Credit Suisse,42.41
2011-04-21,Credit Suisse,42.86
2011-04-25,Credit Suisse,42.78
2011-04-26,Credit Suisse,43.92
2011-04-27,Credit Suisse,43.65
2011-04-28,Credit Suisse,43.88
2011-04-29,Credit Suisse,44.42
2011-05-02,Credit Suisse,44.33
2011-05-03,Credit Suisse,42.78
2011-05-04,Credit Suisse,42.73
2011-05-05,Credit Suisse,41.89
2011-05-06,Credit Suisse,41.32
2011-05-09,Credit Suisse,41.47
2011-05-10,Credit Suisse,41.52
2011-05-11,Credit Suisse,40.89
2011-05-12,Credit Suisse,41.62
2011-05-13,Credit Suisse,40.39
2011-05-16,Credit Suisse,40.23
2011-05-17,Credit Suisse,40.62
2011-05-18,Credit Suisse,40.60
2011-05-19,Credit Suisse,40.51
2011-05-20,Credit Suisse,40.40
2011-05-23,Credit Suisse,39.78
2011-05-24,Credit Suisse,39.79
2011-05-25,Credit Suisse,40.82
2011-05-26,Credit Suisse,41.64
2011-05-27,Credit Suisse,41.89
2011-05-31,Credit Suisse,42.11
2011-06-01,Credit Suisse,41.52
2011-06-02,Credit Suisse,41.61
2011-06-03,Credit Suisse,41.82
2011-06-06,Credit Suisse,40.98
2011-06-07,Credit Suisse,40.75
2011-06-08,Credit Suisse,40.17
2011-06-09,Credit Suisse,40.16
2011-06-10,Credit Suisse,39.70
2011-06-13,Credit Suisse,40.21
2011-06-14,Credit Suisse,39.94
2011-06-15,Credit Suisse,38.76
2011-06-16,Credit Suisse,38.76
2011-06-17,Credit Suisse,38.56
2011-06-20,Credit Suisse,38.47
2011-06-21,Credit Suisse,39.41
2011-06-22,Credit Suisse,38.37
2011-06-23,Credit Suisse,37.86
2011-06-24,Credit Suisse,37.09
2011-06-27,Credit Suisse,37.09
2011-06-28,Credit Suisse,37.62
2011-06-29,Credit Suisse,37.92
2011-06-30,Credit Suisse,38.11
2011-07-01,Credit Suisse,38.91
2011-07-05,Credit Suisse,38.32
2011-07-06,Credit Suisse,37.78
2011-07-07,Credit Suisse,37.63
2011-07-08,Credit Suisse,37.18
2011-07-11,Credit Suisse,35.99
2011-07-12,Credit Suisse,35.78
2011-07-13,Credit Suisse,36.62
2011-07-14,Credit Suisse,36.18
2011-07-15,Credit Suisse,36.00
2011-07-18,Credit Suisse,34.46
2011-07-19,Credit Suisse,33.72
2011-07-20,Credit Suisse,34.87
2011-07-21,Credit Suisse,37.04
2011-07-22,Credit Suisse,36.74
2011-07-25,Credit Suisse,35.92
2011-07-26,Credit Suisse,36.13
2011-07-27,Credit Suisse,34.94
2011-07-28,Credit Suisse,34.56
2011-07-29,Credit Suisse,35.10
2011-08-01,Credit Suisse,34.72
2011-08-02,Credit Suisse,33.21
2011-08-03,Credit Suisse,33.32
2011-08-04,Credit Suisse,30.49
2011-08-05,Credit Suisse,30.84
2011-08-08,Credit Suisse,28.05
2011-08-09,Credit Suisse,29.57
2011-08-10,Credit Suisse,28.11
2011-08-11,Credit Suisse,29.74
2011-08-12,Credit Suisse,29.63
2011-08-15,Credit Suisse,29.89
2011-08-16,Credit Suisse,29.12
2011-08-17,Credit Suisse,28.63
2011-08-18,Credit Suisse,26.04
2011-08-19,Credit Suisse,25.58
2011-08-22,Credit Suisse,25.23
2011-08-23,Credit Suisse,26.63
2011-08-24,Credit Suisse,27.03
2011-08-25,Credit Suisse,26.76
2011-08-26,Credit Suisse,26.05
2011-08-29,Credit Suisse,27.18
2011-08-30,Credit Suisse,27.26
2011-08-31,Credit Suisse,28.03
2011-09-01,Credit Suisse,27.91
2011-09-02,Credit Suisse,26.74
2011-09-06,Credit Suisse,23.28
2011-09-07,Credit Suisse,24.47
2011-09-08,Credit Suisse,23.78
2011-09-09,Credit Suisse,22.32
2011-09-12,Credit Suisse,22.41
2011-09-13,Credit Suisse,22.73
2011-09-14,Credit Suisse,23.18
2011-09-15,Credit Suisse,24.89
2011-09-16,Credit Suisse,25.51
2011-09-19,Credit Suisse,23.64
2011-09-20,Credit Suisse,23.51
2011-09-21,Credit Suisse,23.54
2011-09-22,Credit Suisse,22.42
2011-09-23,Credit Suisse,23.16
2011-09-26,Credit Suisse,24.75
2011-09-27,Credit Suisse,26.12
2011-09-28,Credit Suisse,25.41
2011-09-29,Credit Suisse,27.32
2011-09-30,Credit Suisse,25.63
2011-10-03,Credit Suisse,23.66
2011-10-04,Credit Suisse,24.40
2011-10-05,Credit Suisse,24.86
2011-10-06,Credit Suisse,25.98
2011-10-07,Credit Suisse,24.85
2011-10-10,Credit Suisse,26.71
2011-10-11,Credit Suisse,26.71
2011-10-12,Credit Suisse,28.12
2011-10-13,Credit Suisse,27.44
2011-10-14,Credit Suisse,27.39
2011-10-17,Credit Suisse,26.69
2011-10-18,Credit Suisse,26.13
2011-10-19,Credit Suisse,25.02
2011-10-20,Credit Suisse,25.47
2011-10-21,Credit Suisse,26.35
2011-10-24,Credit Suisse,27.28
2011-10-25,Credit Suisse,26.69
2011-10-26,Credit Suisse,27.32
2011-10-27,Credit Suisse,31.23
2011-10-28,Credit Suisse,30.14
2011-10-31,Credit Suisse,28.29
2011-11-01,Credit Suisse,26.08
2011-11-02,Credit Suisse,25.86
2011-11-03,Credit Suisse,26.52
2011-11-04,Credit Suisse,25.68
2011-11-07,Credit Suisse,25.59
2011-11-08,Credit Suisse,26.04
2011-11-09,Credit Suisse,23.41
2011-11-10,Credit Suisse,23.74
2011-11-11,Credit Suisse,24.44
2011-11-14,Credit Suisse,23.62
2011-11-15,Credit Suisse,22.87
2011-11-16,Credit Suisse,22.35
2011-11-17,Credit Suisse,21.88
2011-11-18,Credit Suisse,21.84
2011-11-21,Credit Suisse,21.66
2011-11-22,Credit Suisse,21.29
2011-11-23,Credit Suisse,20.75
2011-11-25,Credit Suisse,20.70
2011-11-28,Credit Suisse,22.19
2011-11-29,Credit Suisse,21.93
2011-11-30,Credit Suisse,23.64
2011-12-01,Credit Suisse,23.19
2011-12-02,Credit Suisse,24.03
2011-12-05,Credit Suisse,24.62
2011-12-06,Credit Suisse,24.66
2011-12-07,Credit Suisse,24.67
2011-12-08,Credit Suisse,23.26
2011-12-09,Credit Suisse,24.21
2011-12-12,Credit Suisse,23.13
2011-12-13,Credit Suisse,22.28
2011-12-14,Credit Suisse,22.05
2011-12-15,Credit Suisse,22.62
2011-12-16,Credit Suisse,22.24
2011-12-19,Credit Suisse,21.88
2011-12-20,Credit Suisse,22.73
2011-12-21,Credit Suisse,22.75
2011-12-22,Credit Suisse,23.06
2011-12-23,Credit Suisse,23.32
2011-12-27,Credit Suisse,22.99
2011-12-28,Credit Suisse,22.43
2011-12-29,Credit Suisse,22.93
2011-12-30,Credit Suisse,22.93
2012-01-03,Credit Suisse,23.99
2012-01-04,Credit Suisse,23.82
2012-01-05,Credit Suisse,22.54
2012-01-06,Credit Suisse,21.80
2012-01-09,Credit Suisse,21.66
2012-01-10,Credit Suisse,22.19
2012-01-11,Credit Suisse,22.25
2012-01-12,Credit Suisse,22.69
2012-01-13,Credit Suisse,22.10
2012-01-17,Credit Suisse,22.51
2012-01-18,Credit Suisse,23.52
2012-01-19,Credit Suisse,25.03
2012-01-20,Credit Suisse,25.43
2012-01-23,Credit Suisse,25.89
2012-01-24,Credit Suisse,25.80
2012-01-25,Credit Suisse,25.99
2012-01-26,Credit Suisse,26.08
2012-01-27,Credit Suisse,26.15
2012-01-30,Credit Suisse,25.35
2012-01-31,Credit Suisse,25.43
2012-02-01,Credit Suisse,26.45
2012-02-02,Credit Suisse,26.51
2012-02-03,Credit Suisse,27.30
2012-02-06,Credit Suisse,26.83
2012-02-07,Credit Suisse,26.71
2012-02-08,Credit Suisse,26.99
2012-02-09,Credit Suisse,26.18
2012-02-10,Credit Suisse,25.21
2012-02-13,Credit Suisse,25.63
2012-02-14,Credit Suisse,24.98
2012-02-15,Credit Suisse,24.95
2012-02-16,Credit Suisse,25.65
2012-02-17,Credit Suisse,26.27
2012-02-21,Credit Suisse,26.78
2012-02-22,Credit Suisse,26.46
2012-02-23,Credit Suisse,26.67
2012-02-24,Credit Suisse,27.09
2012-02-27,Credit Suisse,26.84
2012-02-28,Credit Suisse,26.88
2012-02-29,Credit Suisse,26.19
2012-03-01,Credit Suisse,26.43
2012-03-02,Credit Suisse,26.72
2012-03-05,Credit Suisse,26.46
2012-03-06,Credit Suisse,24.76
2012-03-07,Credit Suisse,25.34
2012-03-08,Credit Suisse,26.45
2012-03-09,Credit Suisse,25.91
2012-03-12,Credit Suisse,25.68
2012-03-13,Credit Suisse,27.02
2012-03-14,Credit Suisse,27.78
2012-03-15,Credit Suisse,28.52
2012-03-16,Credit Suisse,28.93
2012-03-19,Credit Suisse,28.99
2012-03-20,Credit Suisse,28.80
2012-03-21,Credit Suisse,28.32
2012-03-22,Credit Suisse,27.83
2012-03-23,Credit Suisse,28.53
2012-03-26,Credit Suisse,28.75
2012-03-27,Credit Suisse,28.30
2012-03-28,Credit Suisse,28.40
2012-03-29,Credit Suisse,27.74
2012-03-30,Credit Suisse,27.84
2012-04-02,Credit Suisse,28.03
2012-04-03,Credit Suisse,27.28
2012-04-04,Credit Suisse,26.39
2012-04-05,Credit Suisse,26.02
2012-04-09,Credit Suisse,25.87
2012-04-10,Credit Suisse,24.98
2012-04-11,Credit Suisse,25.48
2012-04-12,Credit Suisse,26.41
2012-04-13,Credit Suisse,25.13
2012-04-16,Credit Suisse,25.42
2012-04-17,Credit Suisse,26.26
2012-04-18,Credit Suisse,25.76
2012-04-19,Credit Suisse,25.58
2012-04-20,Credit Suisse,25.46
2012-04-23,Credit Suisse,25.00
2012-04-24,Credit Suisse,25.60
2012-04-25,Credit Suisse,24.60
2012-04-26,Credit Suisse,24.00
2012-04-27,Credit Suisse,24.06
2012-04-30,Credit Suisse,22.76
2012-05-01,Credit Suisse,22.95
2012-05-02,Credit Suisse,22.10
2012-05-03,Credit Suisse,21.55
2012-05-04,Credit Suisse,21.21
2012-05-07,Credit Suisse,21.44
2012-05-08,Credit Suisse,21.13
2012-05-09,Credit Suisse,20.46
2012-05-10,Credit Suisse,20.89
2012-05-11,Credit Suisse,20.63
2012-05-14,Credit Suisse,20.08
2012-05-15,Credit Suisse,19.67
2012-05-16,Credit Suisse,19.27
2012-05-17,Credit Suisse,18.99
2012-05-18,Credit Suisse,19.17
2012-05-21,Credit Suisse,19.54
2012-05-22,Credit Suisse,19.86
2012-05-23,Credit Suisse,19.77
2012-05-24,Credit Suisse,19.66
2012-05-25,Credit Suisse,19.31
2012-05-29,Credit Suisse,19.30
2012-05-30,Credit Suisse,18.89
2012-05-31,Credit Suisse,18.68
2012-06-01,Credit Suisse,18.54
2012-06-04,Credit Suisse,18.69
2012-06-05,Credit Suisse,18.72
2012-06-06,Credit Suisse,19.74
2012-06-07,Credit Suisse,20.06
2012-06-08,Credit Suisse,19.81
2012-06-11,Credit Suisse,19.34
2012-06-12,Credit Suisse,19.35
2012-06-13,Credit Suisse,19.38
2012-06-14,Credit Suisse,17.55
2012-06-15,Credit Suisse,18.44
2012-06-18,Credit Suisse,17.87
2012-06-19,Credit Suisse,18.68
2012-06-20,Credit Suisse,18.86
2012-06-21,Credit Suisse,18.13
2012-06-22,Credit Suisse,18.36
2012-06-25,Credit Suisse,17.67
2012-06-26,Credit Suisse,17.42
2012-06-27,Credit Suisse,17.42
2012-06-28,Credit Suisse,17.02
2012-06-29,Credit Suisse,17.90
2012-07-02,Credit Suisse,18.02
2012-07-03,Credit Suisse,18.16
2012-07-05,Credit Suisse,17.79
2012-07-06,Credit Suisse,17.43
2012-07-09,Credit Suisse,17.32
2012-07-10,Credit Suisse,17.04
2012-07-11,Credit Suisse,17.27
2012-07-12,Credit Suisse,16.89
2012-07-13,Credit Suisse,17.06
2012-07-16,Credit Suisse,17.06
2012-07-17,Credit Suisse,17.29
2012-07-18,Credit Suisse,17.92
2012-07-19,Credit Suisse,17.22
2012-07-20,Credit Suisse,16.57
2012-07-23,Credit Suisse,16.25
2012-07-24,Credit Suisse,15.82
2012-07-25,Credit Suisse,15.90
2012-07-26,Credit Suisse,16.31
2012-07-27,Credit Suisse,17.47
2012-07-30,Credit Suisse,16.74
2012-07-31,Credit Suisse,16.66
