Week,Central bank,Balance sheet (% of 2019 GDP)
2016-08-19,ECB,27.73473579
2016-08-26,ECB,27.87840998
2016-09-02,ECB,27.97289811
2016-09-09,ECB,28.11492328
2016-09-16,ECB,28.22902389
2016-09-23,ECB,28.38830939
2016-09-30,ECB,28.77957965
2016-10-07,ECB,28.89075053
2016-10-14,ECB,29.04020885
2016-10-21,ECB,29.25489981
2016-10-28,ECB,29.35929882
2016-11-04,ECB,29.45182821
2016-11-11,ECB,29.58417689
2016-11-18,ECB,29.74394788
2016-11-25,ECB,29.85173701
2016-12-02,ECB,30.02877669
2016-12-09,ECB,30.21622112
2016-12-16,ECB,30.39166201
2016-12-23,ECB,30.851848
2016-12-30,ECB,30.66093811
2017-01-06,ECB,30.74244334
2017-01-13,ECB,30.94889756
2017-01-20,ECB,31.13574767
2017-01-27,ECB,31.31272039
2017-02-03,ECB,31.38582146
2017-02-10,ECB,31.56531375
2017-02-17,ECB,31.70720499
2017-02-24,ECB,31.87753977
2017-03-03,ECB,31.97881651
2017-03-10,ECB,32.14216178
2017-03-17,ECB,32.28494868
2017-03-24,ECB,32.45340006
2017-03-31,ECB,34.3258605
2017-04-07,ECB,34.45663549
2017-04-14,ECB,34.57083655
2017-04-21,ECB,34.6495376
2017-04-28,ECB,34.72180997
2017-05-05,ECB,34.79542164
2017-05-12,ECB,34.91061882
2017-05-19,ECB,35.0370578
2017-05-26,ECB,35.12069754
2017-06-02,ECB,35.19484494
2017-06-09,ECB,35.30856887
2017-06-16,ECB,35.43255525
2017-06-23,ECB,35.54312344
2017-06-30,ECB,35.23642206
2017-07-07,ECB,35.27983236
2017-07-14,ECB,35.40196044
2017-07-21,ECB,35.45613543
2017-07-28,ECB,35.56095296
2017-08-04,ECB,35.54592761
2017-08-11,ECB,35.62519786
2017-08-18,ECB,35.70687887
2017-08-25,ECB,35.81710386
2017-09-01,ECB,35.85766813
2017-09-08,ECB,35.99200902
2017-09-15,ECB,36.06817376
2017-09-22,ECB,36.23002904
2017-09-29,ECB,36.14977942
2017-10-06,ECB,36.30932441
2017-10-13,ECB,36.5934166
2017-10-20,ECB,36.52465154
2017-10-27,ECB,36.59005996
2017-11-03,ECB,36.60661715
2017-11-10,ECB,36.72825974
2017-11-17,ECB,36.93026076
2017-11-24,ECB,37.06092693
2017-12-01,ECB,37.17239915
2017-12-08,ECB,37.3045553
2017-12-15,ECB,37.43243404
2017-12-22,ECB,37.56157675
2017-12-29,ECB,37.43103614
2018-01-05,ECB,37.38342376
2018-01-12,ECB,37.43982534
2018-01-19,ECB,37.53411258
2018-01-26,ECB,37.609909
2018-02-02,ECB,37.59394613
2018-02-09,ECB,37.61504859
2018-02-16,ECB,37.70803837
2018-02-23,ECB,37.76461574
2018-03-02,ECB,37.83007438
2018-03-09,ECB,37.91983308
2018-03-16,ECB,37.94125363
2018-03-23,ECB,37.99507704
2018-03-30,ECB,37.91561426
2018-04-06,ECB,37.93166921
2018-04-13,ECB,38.0710911
2018-04-20,ECB,38.0361017
2018-04-27,ECB,38.12291392
2018-05-04,ECB,38.10801413
2018-05-11,ECB,38.18751039
2018-05-18,ECB,38.18345899
2018-05-25,ECB,38.19244909
2018-06-01,ECB,38.23508091
2018-06-08,ECB,38.31435116
2018-06-15,ECB,38.32482287
2018-06-22,ECB,38.38430486
2018-06-29,ECB,38.44245591
2018-07-06,ECB,38.44868369
2018-07-13,ECB,38.50388826
2018-07-20,ECB,38.5469721
2018-07-27,ECB,38.60558354
2018-08-03,ECB,38.52398624
2018-08-10,ECB,38.57295466
2018-08-17,ECB,38.62254252
2018-08-24,ECB,38.66778599
2018-08-31,ECB,38.68384094
2018-09-07,ECB,38.78937836
2018-09-14,ECB,38.83022723
2018-09-21,ECB,38.88863777
2018-09-28,ECB,38.67075758
2018-10-05,ECB,38.71472871
2018-10-12,ECB,38.78042174
2018-10-19,ECB,38.74179109
2018-10-26,ECB,38.71261093
2018-11-02,ECB,38.69060444
2018-11-09,ECB,38.72458099
2018-11-16,ECB,38.82570707
2018-11-23,ECB,38.89760276
2018-11-30,ECB,39.00982834
2018-12-07,ECB,39.03231196
2018-12-14,ECB,39.07526187
2018-12-21,ECB,39.13220755
2018-12-28,ECB,39.08268666
2019-01-04,ECB,39.29554444
2019-01-11,ECB,39.37062936
2019-01-18,ECB,39.39194109
2019-01-25,ECB,39.41664294
2019-02-01,ECB,39.30452617
2019-02-08,ECB,39.31257039
2019-02-15,ECB,39.3654814
2019-02-22,ECB,39.27570595
2019-03-01,ECB,39.22746578
2019-03-08,ECB,39.26953677
2019-03-15,ECB,39.17966088
2019-03-22,ECB,39.14949298
2019-03-29,ECB,39.30686996
2019-04-05,ECB,39.33884592
2019-04-12,ECB,39.35743718
2019-04-19,ECB,39.40854013
2019-04-26,ECB,39.32219666
2019-05-03,ECB,39.20753521
2019-05-10,ECB,39.21974802
2019-05-17,ECB,39.21547061
2019-05-24,ECB,39.2803433
2019-05-31,ECB,39.22463649
2019-06-07,ECB,39.2621371
2019-06-14,ECB,39.1860477
2019-06-21,ECB,39.19717232
2019-06-28,ECB,39.28032656
2019-07-05,ECB,39.15350253
2019-07-12,ECB,39.21136898
2019-07-19,ECB,39.24322775
2019-07-26,ECB,39.22258568
2019-08-02,ECB,39.16787497
2019-08-09,ECB,39.15591328
2019-08-16,ECB,39.14190078
2019-08-23,ECB,39.18311796
2019-08-30,ECB,39.20582759
2019-09-06,ECB,39.18844171
2019-09-13,ECB,39.12956241
2019-09-20,ECB,39.03225337
2019-09-27,ECB,38.8240413
2019-10-04,ECB,39.30122813
2019-10-11,ECB,39.27736335
2019-10-18,ECB,39.23429625
2019-10-25,ECB,39.18206326
2019-11-01,ECB,39.14341587
2019-11-08,ECB,39.20935165
2019-11-15,ECB,39.27450895
2019-11-22,ECB,39.31311448
2019-11-29,ECB,39.32784686
2019-12-06,ECB,39.41984053
2019-12-13,ECB,39.4557256
2019-12-20,ECB,39.1964357
2019-12-27,ECB,39.27517023
2020-01-03,ECB,39.04111791
2020-01-10,ECB,38.97193431
2020-01-17,ECB,39.01017154
2020-01-24,ECB,39.12760368
2020-01-31,ECB,39.10245818
2020-02-07,ECB,39.08182448
2020-02-14,ECB,39.17244536
2020-02-21,ECB,39.24422386
2020-02-28,ECB,39.27394811
2020-03-06,ECB,39.360685
2020-03-13,ECB,39.37763561
2020-03-20,ECB,41.24452956
2020-03-27,ECB,42.37808578
2020-04-03,ECB,43.52599771
2020-04-10,ECB,44.00871755
2020-04-17,ECB,44.22163393
2020-04-24,ECB,44.75832785
2020-05-01,ECB,45.16130868
2020-05-08,ECB,45.62853441
2020-05-15,ECB,46.08490338
2020-05-22,ECB,46.5013861
2020-05-29,ECB,46.84285924
2020-06-05,ECB,47.33960832
2020-06-12,ECB,47.12917803
2020-06-19,ECB,47.18026424
2020-06-26,ECB,52.20069955
2020-07-03,ECB,52.64293046
2020-07-10,ECB,52.81190082
2020-07-17,ECB,52.92443611
2020-07-24,ECB,53.16563699
2020-07-31,ECB,53.24434641
2020-08-07,ECB,53.44930228
2020-08-14,ECB,53.61131661
2020-08-21,ECB,53.77354021
2020-08-28,ECB,53.90910322
2020-09-04,ECB,54.06496511
2020-09-11,ECB,54.19684503
2020-09-18,ECB,54.42963338
2020-09-25,ECB,54.70078452
2020-10-02,ECB,56.12628463
2020-10-09,ECB,56.29859488
2020-10-16,ECB,56.4478272
2020-10-23,ECB,56.76842389
2020-10-30,ECB,56.71768088
2020-11-06,ECB,56.8946536
2020-11-13,ECB,57.200836
2020-11-20,ECB,57.48820949
2020-11-27,ECB,57.61869151
2020-12-04,ECB,57.95115781
2020-12-11,ECB,58.17308103
2020-12-18,ECB,58.66916046
2020-12-25,ECB,58.71741737
2021-01-01,ECB,58.42162298
2021-01-08,ECB,58.46673253
2021-01-15,ECB,58.72565411
2021-01-22,ECB,58.79760003
2021-01-29,ECB,58.87307
2005-01-07,Bank of Japan,25.75360936
2005-01-14,Bank of Japan,25.40950619
2005-01-21,Bank of Japan,25.41050621
2005-01-28,Bank of Japan,25.41050621
2005-02-04,Bank of Japan,26.25415384
2005-02-11,Bank of Japan,26.96235062
2005-02-18,Bank of Japan,26.96235062
2005-02-25,Bank of Japan,26.98071723
2005-03-04,Bank of Japan,26.97616594
2005-03-11,Bank of Japan,27.2421466
2005-03-18,Bank of Japan,27.2421466
2005-03-25,Bank of Japan,27.21725308
2005-04-01,Bank of Japan,26.78597898
2005-04-08,Bank of Japan,26.78597898
2005-04-15,Bank of Japan,26.25881498
2005-04-22,Bank of Japan,26.27061199
2005-04-29,Bank of Japan,26.27061199
2005-05-06,Bank of Japan,26.25330036
2005-05-13,Bank of Japan,26.2505082
2005-05-20,Bank of Japan,26.00055647
2005-05-27,Bank of Japan,26.00055647
2005-06-03,Bank of Japan,26.32645467
2005-06-10,Bank of Japan,26.78443419
2005-06-17,Bank of Japan,26.78443419
2005-06-24,Bank of Japan,25.83615471
2005-07-01,Bank of Japan,25.69401796
2005-07-08,Bank of Japan,25.69401796
2005-07-15,Bank of Japan,25.63506258
2005-07-22,Bank of Japan,25.77296542
2005-07-29,Bank of Japan,25.77296542
2005-08-05,Bank of Japan,26.30658321
2005-08-12,Bank of Japan,27.01957467
2005-08-19,Bank of Japan,27.01957467
2005-08-26,Bank of Japan,26.6655401
2005-09-02,Bank of Japan,26.97193066
2005-09-09,Bank of Japan,26.97193066
2005-09-16,Bank of Japan,26.81683093
2005-09-23,Bank of Japan,25.9704725
2005-09-30,Bank of Japan,26.35275018
2005-10-07,Bank of Japan,26.35275018
2005-10-14,Bank of Japan,26.1092423
2005-10-21,Bank of Japan,25.99259059
2005-10-28,Bank of Japan,25.99259059
2005-11-04,Bank of Japan,26.32515568
2005-11-11,Bank of Japan,26.61556277
2005-11-18,Bank of Japan,26.61556277
2005-11-25,Bank of Japan,26.6587688
2005-12-02,Bank of Japan,27.07622816
2005-12-09,Bank of Japan,27.07622816
2005-12-16,Bank of Japan,27.38100312
2005-12-23,Bank of Japan,27.19079656
2005-12-30,Bank of Japan,27.19079656
2006-01-06,Bank of Japan,27.72422066
2006-01-13,Bank of Japan,27.65340463
2006-01-20,Bank of Japan,27.67488822
2006-01-27,Bank of Japan,27.67488822
2006-02-03,Bank of Japan,27.2357734
2006-02-10,Bank of Japan,26.91712121
2006-02-17,Bank of Japan,26.91712121
2006-02-24,Bank of Japan,27.04717501
2006-03-03,Bank of Japan,27.14351409
2006-03-10,Bank of Japan,27.28334867
2006-03-17,Bank of Japan,27.28334867
2006-03-24,Bank of Japan,26.29625113
2006-03-31,Bank of Japan,25.76250055
2006-04-07,Bank of Japan,25.76250055
2006-04-14,Bank of Japan,24.50928839
2006-04-21,Bank of Japan,23.30104895
2006-04-28,Bank of Japan,23.30104895
2006-05-05,Bank of Japan,23.15826898
2006-05-12,Bank of Japan,22.8390728
2006-05-19,Bank of Japan,22.8390728
2006-05-26,Bank of Japan,22.43524987
2006-06-02,Bank of Japan,21.87789798
2006-06-09,Bank of Japan,21.87789798
2006-06-16,Bank of Japan,21.54799096
2006-06-23,Bank of Japan,20.08741979
2006-06-30,Bank of Japan,20.28137722
2006-07-07,Bank of Japan,20.28137722
2006-07-14,Bank of Japan,19.216561
2006-07-21,Bank of Japan,20.4390919
2006-07-28,Bank of Japan,20.4390919
2006-08-04,Bank of Japan,20.66171337
2006-08-11,Bank of Japan,20.67652149
2006-08-18,Bank of Japan,20.67652149
2006-08-25,Bank of Japan,20.53425114
2006-09-01,Bank of Japan,20.18060187
2006-09-08,Bank of Japan,20.18060187
2006-09-15,Bank of Japan,19.98899661
2006-09-22,Bank of Japan,19.68406322
2006-09-29,Bank of Japan,19.68406322
2006-10-06,Bank of Japan,20.8509849
2006-10-13,Bank of Japan,19.8561433
2006-10-20,Bank of Japan,20.25250568
2006-10-27,Bank of Japan,20.25250568
2006-11-03,Bank of Japan,20.52485463
2006-11-10,Bank of Japan,19.86425031
2006-11-17,Bank of Japan,19.86425031
2006-11-24,Bank of Japan,20.30084425
2006-12-01,Bank of Japan,21.12030755
2006-12-08,Bank of Japan,21.12030755
2006-12-15,Bank of Japan,21.7453721
2006-12-22,Bank of Japan,20.42564008
2006-12-29,Bank of Japan,20.58619377
2007-01-05,Bank of Japan,20.58619377
2007-01-12,Bank of Japan,20.13961457
2007-01-19,Bank of Japan,20.13961457
2007-01-26,Bank of Japan,20.3055088
2007-02-02,Bank of Japan,20.42204271
2007-02-09,Bank of Japan,20.42204271
2007-02-16,Bank of Japan,20.66167438
2007-02-23,Bank of Japan,20.45542182
2007-03-02,Bank of Japan,20.9694547
2007-03-09,Bank of Japan,20.9694547
2007-03-16,Bank of Japan,20.81126017
2007-03-23,Bank of Japan,20.16953724
2007-03-30,Bank of Japan,20.16953724
2007-04-06,Bank of Japan,19.97637003
2007-04-13,Bank of Japan,18.77342101
2007-04-20,Bank of Japan,18.29618127
2007-04-27,Bank of Japan,18.29618127
2007-05-04,Bank of Japan,18.88677737
2007-05-11,Bank of Japan,18.48597302
2007-05-18,Bank of Japan,18.48597302
2007-05-25,Bank of Japan,18.54896976
2007-06-01,Bank of Japan,19.15494065
2007-06-08,Bank of Japan,19.15494065
2007-06-15,Bank of Japan,19.36548338
2007-06-22,Bank of Japan,17.64744365
2007-06-29,Bank of Japan,17.64744365
2007-07-06,Bank of Japan,17.82949336
2007-07-13,Bank of Japan,17.96243907
2007-07-20,Bank of Japan,18.66256205
2007-07-27,Bank of Japan,18.66256205
2007-08-03,Bank of Japan,19.19175256
2007-08-10,Bank of Japan,19.46393497
2007-08-17,Bank of Japan,19.46393497
2007-08-24,Bank of Japan,19.19965709
2007-08-31,Bank of Japan,19.73954877
2007-09-07,Bank of Japan,19.73954877
2007-09-14,Bank of Japan,19.82285084
2007-09-21,Bank of Japan,18.48811627
2007-09-28,Bank of Japan,18.48811627
2007-10-05,Bank of Japan,19.69335185
2007-10-12,Bank of Japan,18.81178255
2007-10-19,Bank of Japan,18.81178255
2007-10-26,Bank of Japan,18.19056383
2007-11-02,Bank of Japan,19.12585289
2007-11-09,Bank of Japan,19.12585289
2007-11-16,Bank of Japan,18.69351457
2007-11-23,Bank of Japan,19.11895605
2007-11-30,Bank of Japan,19.86465637
2007-12-07,Bank of Japan,19.86465637
2007-12-14,Bank of Japan,20.65917894
2007-12-21,Bank of Japan,18.91969331
2007-12-28,Bank of Japan,18.91969331
2008-01-04,Bank of Japan,19.82733652
2008-01-11,Bank of Japan,19.04134194
2008-01-18,Bank of Japan,19.49361665
2008-01-25,Bank of Japan,19.49361665
2008-02-01,Bank of Japan,20.14375728
2008-02-08,Bank of Japan,20.31977921
2008-02-15,Bank of Japan,20.31977921
2008-02-22,Bank of Japan,19.59359358
2008-02-29,Bank of Japan,20.35530854
2008-03-07,Bank of Japan,20.35530854
2008-03-14,Bank of Japan,21.08386253
2008-03-21,Bank of Japan,20.58412386
2008-03-28,Bank of Japan,20.58412386
2008-04-04,Bank of Japan,20.23505195
2008-04-11,Bank of Japan,19.11914055
2008-04-18,Bank of Japan,18.96568307
2008-04-25,Bank of Japan,18.96568307
2008-05-02,Bank of Japan,19.10363142
2008-05-09,Bank of Japan,18.67924822
2008-05-16,Bank of Japan,18.67924822
2008-05-23,Bank of Japan,19.44239873
2008-05-30,Bank of Japan,19.62117688
2008-06-06,Bank of Japan,19.62117688
2008-06-13,Bank of Japan,19.86071766
2008-06-20,Bank of Japan,18.02131458
2008-06-27,Bank of Japan,18.02131458
2008-07-04,Bank of Japan,18.06979886
2008-07-11,Bank of Japan,18.1514148
2008-07-18,Bank of Japan,18.88738697
2008-07-25,Bank of Japan,18.88738697
2008-08-01,Bank of Japan,19.30722228
2008-08-08,Bank of Japan,19.30722228
2008-08-15,Bank of Japan,19.53049336
2008-08-22,Bank of Japan,19.29416261
2008-08-29,Bank of Japan,19.57836861
2008-09-05,Bank of Japan,19.57836861
2008-09-12,Bank of Japan,19.20060363
2008-09-19,Bank of Japan,19.20060363
2008-09-26,Bank of Japan,19.89133371
2008-10-03,Bank of Japan,20.05946741
2008-10-10,Bank of Japan,20.34420256
2008-10-17,Bank of Japan,20.34420256
2008-10-24,Bank of Japan,19.55712931
2008-10-31,Bank of Japan,20.81054363
2008-11-07,Bank of Japan,20.81054363
2008-11-14,Bank of Japan,21.06790381
2008-11-21,Bank of Japan,21.26992128
2008-11-28,Bank of Japan,21.65210227
2008-12-05,Bank of Japan,21.65210227
2008-12-12,Bank of Japan,22.97078897
2008-12-19,Bank of Japan,22.97078897
2008-12-26,Bank of Japan,22.84124161
2009-01-02,Bank of Japan,21.8738466
2009-01-09,Bank of Japan,20.76583872
2009-01-16,Bank of Japan,20.76583872
2009-01-23,Bank of Japan,21.27390836
2009-01-30,Bank of Japan,21.29349703
2009-02-06,Bank of Japan,21.29349703
2009-02-13,Bank of Japan,22.11602982
2009-02-20,Bank of Japan,21.56826916
2009-02-27,Bank of Japan,21.7673366
2009-03-06,Bank of Japan,21.7673366
2009-03-13,Bank of Japan,22.17061037
2009-03-20,Bank of Japan,22.11242073
2009-03-27,Bank of Japan,22.11242073
2009-04-03,Bank of Japan,22.14934203
2009-04-10,Bank of Japan,20.37817116
2009-04-17,Bank of Japan,20.37817116
2009-04-24,Bank of Japan,20.65897752
2009-05-01,Bank of Japan,20.4533962
2009-05-08,Bank of Japan,20.4533962
2009-05-15,Bank of Japan,20.17752438
2009-05-22,Bank of Japan,20.66417036
2009-05-29,Bank of Japan,21.16588953
2009-06-05,Bank of Japan,21.16588953
2009-06-12,Bank of Japan,20.92204199
2009-06-19,Bank of Japan,20.92204199
2009-06-26,Bank of Japan,20.53808715
2009-07-03,Bank of Japan,19.57051588
2009-07-10,Bank of Japan,19.29449403
2009-07-17,Bank of Japan,19.29449403
2009-07-24,Bank of Japan,19.97745176
2009-07-31,Bank of Japan,20.4421141
2009-08-07,Bank of Japan,20.4421141
2009-08-14,Bank of Japan,20.98077022
2009-08-21,Bank of Japan,20.98299154
2009-08-28,Bank of Japan,20.98299154
2009-09-04,Bank of Japan,20.87844772
2009-09-11,Bank of Japan,20.52282424
2009-09-18,Bank of Japan,20.52282424
2009-09-25,Bank of Japan,20.64629472
2009-10-02,Bank of Japan,20.8330508
2009-10-09,Bank of Japan,20.21524736
2009-10-16,Bank of Japan,20.21524736
2009-10-23,Bank of Japan,19.82435933
2009-10-30,Bank of Japan,19.84792466
2009-11-06,Bank of Japan,19.84792466
2009-11-13,Bank of Japan,19.78457947
2009-11-20,Bank of Japan,20.61909366
2009-11-27,Bank of Japan,20.61909366
2009-12-04,Bank of Japan,20.89848364
2009-12-11,Bank of Japan,22.20234251
2009-12-18,Bank of Japan,22.20234251
2009-12-25,Bank of Japan,22.05127562
2010-01-01,Bank of Japan,21.83158839
2010-01-08,Bank of Japan,21.83158839
2010-01-15,Bank of Japan,20.61320746
2010-01-22,Bank of Japan,21.18959596
2010-01-29,Bank of Japan,21.18959596
2010-02-05,Bank of Japan,21.81386863
2010-02-12,Bank of Japan,22.60743652
2010-02-19,Bank of Japan,22.60743652
2010-02-26,Bank of Japan,22.26595997
2010-03-05,Bank of Japan,22.58592609
2010-03-12,Bank of Japan,22.82929138
2010-03-19,Bank of Japan,22.82929138
2010-03-26,Bank of Japan,22.71863756
2010-04-02,Bank of Japan,21.77288408
2010-04-09,Bank of Japan,21.77288408
2010-04-16,Bank of Japan,20.27277029
2010-04-23,Bank of Japan,20.31826416
2010-04-30,Bank of Japan,20.34703208
2010-05-07,Bank of Japan,20.34703208
2010-05-14,Bank of Japan,20.88459335
2010-05-21,Bank of Japan,21.25897827
2010-05-28,Bank of Japan,21.25897827
2010-06-04,Bank of Japan,21.55097316
2010-06-11,Bank of Japan,21.41903287
2010-06-18,Bank of Japan,21.41903287
2010-06-25,Bank of Japan,20.88910972
2010-07-02,Bank of Japan,20.17462537
2010-07-09,Bank of Japan,20.17462537
2010-07-16,Bank of Japan,20.25135262
2010-07-23,Bank of Japan,21.30915905
2010-07-30,Bank of Japan,20.91234858
2010-08-06,Bank of Japan,20.91234858
2010-08-13,Bank of Japan,21.61954738
2010-08-20,Bank of Japan,21.995961
2010-08-27,Bank of Japan,21.995961
2010-09-03,Bank of Japan,21.92206569
2010-09-10,Bank of Japan,21.58050837
2010-09-17,Bank of Japan,21.58050837
2010-09-24,Bank of Japan,22.17498755
2010-10-01,Bank of Japan,21.56784525
2010-10-08,Bank of Japan,21.56784525
2010-10-15,Bank of Japan,20.87202135
2010-10-22,Bank of Japan,20.86840943
2010-10-29,Bank of Japan,20.86840943
2010-11-05,Bank of Japan,21.63265574
2010-11-12,Bank of Japan,21.84850802
2010-11-19,Bank of Japan,21.84850802
2010-11-26,Bank of Japan,22.08694269
2010-12-03,Bank of Japan,22.63548987
2010-12-10,Bank of Japan,23.09659967
2010-12-17,Bank of Japan,23.09659967
2010-12-24,Bank of Japan,22.59212593
2010-12-31,Bank of Japan,22.9320932
2011-01-07,Bank of Japan,22.9320932
2011-01-14,Bank of Japan,22.14411365
2011-01-21,Bank of Japan,22.48292993
2011-01-28,Bank of Japan,22.48292993
2011-02-04,Bank of Japan,22.80544864
2011-02-11,Bank of Japan,23.33481511
2011-02-18,Bank of Japan,23.33481511
2011-02-25,Bank of Japan,23.04677309
2011-03-04,Bank of Japan,23.18290149
2011-03-11,Bank of Japan,23.74599435
2011-03-18,Bank of Japan,23.74599435
2011-03-25,Bank of Japan,26.68636187
2011-04-01,Bank of Japan,25.46467248
2011-04-08,Bank of Japan,25.46467248
2011-04-15,Bank of Japan,24.66467141
2011-04-22,Bank of Japan,24.28867436
2011-04-29,Bank of Japan,23.98522486
2011-05-06,Bank of Japan,23.98522486
2011-05-13,Bank of Japan,23.95120358
2011-05-20,Bank of Japan,23.71923721
2011-05-27,Bank of Japan,23.71923721
2011-06-03,Bank of Japan,24.07408622
2011-06-10,Bank of Japan,24.02370787
2011-06-17,Bank of Japan,24.02370787
2011-06-24,Bank of Japan,23.23955437
2011-07-01,Bank of Japan,23.0878148
2011-07-08,Bank of Japan,23.0878148
2011-07-15,Bank of Japan,23.30433875
2011-07-22,Bank of Japan,23.82950268
2011-07-29,Bank of Japan,23.95892449
2011-08-05,Bank of Japan,23.95892449
2011-08-12,Bank of Japan,25.60140997
2011-08-19,Bank of Japan,25.60140997
2011-08-26,Bank of Japan,25.32709442
2011-09-02,Bank of Japan,25.20774658
2011-09-09,Bank of Japan,25.20774658
2011-09-16,Bank of Japan,24.98599534
2011-09-23,Bank of Japan,24.67667126
2011-09-30,Bank of Japan,24.6561961
2011-10-07,Bank of Japan,24.6561961
2011-10-14,Bank of Japan,24.20457084
2011-10-21,Bank of Japan,23.42828795
2011-10-28,Bank of Japan,23.42828795
2011-11-04,Bank of Japan,23.69382783
2011-11-11,Bank of Japan,25.55183164
2011-11-18,Bank of Japan,25.55183164
2011-11-25,Bank of Japan,25.45263481
2011-12-02,Bank of Japan,25.51467587
2011-12-09,Bank of Japan,25.51467587
2011-12-16,Bank of Japan,25.87113525
2011-12-23,Bank of Japan,25.14837916
2011-12-30,Bank of Japan,25.48194396
2012-01-06,Bank of Japan,25.48194396
2012-01-13,Bank of Japan,24.81916112
2012-01-20,Bank of Japan,23.65318723
2012-01-27,Bank of Japan,23.65318723
2012-02-03,Bank of Japan,24.39236258
2012-02-10,Bank of Japan,24.83284878
2012-02-17,Bank of Japan,24.83284878
2012-02-24,Bank of Japan,24.98077966
2012-03-02,Bank of Japan,25.69974463
2012-03-09,Bank of Japan,25.69974463
2012-03-16,Bank of Japan,25.92616203
2012-03-23,Bank of Japan,25.73776075
2012-03-30,Bank of Japan,24.88084481
2012-04-06,Bank of Japan,24.88084481
2012-04-13,Bank of Japan,24.77803109
2012-04-20,Bank of Japan,25.02105604
2012-04-27,Bank of Japan,25.02105604
2012-05-04,Bank of Japan,25.15849726
2012-05-11,Bank of Japan,25.2011804
2012-05-18,Bank of Japan,25.2011804
2012-05-25,Bank of Japan,25.3718334
2012-06-01,Bank of Japan,25.44253595
2012-06-08,Bank of Japan,25.44253595
2012-06-15,Bank of Japan,25.80646335
2012-06-22,Bank of Japan,25.1817743
2012-06-29,Bank of Japan,25.58967285
2012-07-06,Bank of Japan,25.58967285
2012-07-13,Bank of Japan,25.72485393
2012-07-20,Bank of Japan,25.47674717
2012-07-27,Bank of Japan,25.47674717
2012-08-03,Bank of Japan,25.92264334
2012-08-10,Bank of Japan,26.09828179
2012-08-17,Bank of Japan,26.09828179
2012-08-24,Bank of Japan,26.45548771
2012-08-31,Bank of Japan,26.71936888
2012-09-07,Bank of Japan,26.71936888
2012-09-14,Bank of Japan,27.18045885
2012-09-21,Bank of Japan,26.55896465
2012-09-28,Bank of Japan,26.79505842
2012-10-05,Bank of Japan,26.79505842
2012-10-12,Bank of Japan,27.01416581
2012-10-19,Bank of Japan,27.01416581
2012-10-26,Bank of Japan,27.05937909
2012-11-02,Bank of Japan,27.39006986
2012-11-09,Bank of Japan,27.6678766
2012-11-16,Bank of Japan,27.6678766
2012-11-23,Bank of Japan,27.68179489
2012-11-30,Bank of Japan,27.85799253
2012-12-07,Bank of Japan,27.85799253
2012-12-14,Bank of Japan,28.45010151
2012-12-21,Bank of Japan,28.12090224
2012-12-28,Bank of Japan,28.12090224
2013-01-04,Bank of Japan,28.2151801
2013-01-11,Bank of Japan,28.13990589
2013-01-18,Bank of Japan,28.13990589
2013-01-25,Bank of Japan,27.80410701
2013-02-01,Bank of Japan,28.46953293
2013-02-08,Bank of Japan,28.46953293
2013-02-15,Bank of Japan,28.65911877
2013-02-22,Bank of Japan,28.6069463
2013-03-01,Bank of Japan,29.13627952
2013-03-08,Bank of Japan,29.13627952
2013-03-15,Bank of Japan,29.58028499
2013-03-22,Bank of Japan,29.46648572
2013-03-29,Bank of Japan,29.27520668
2013-04-05,Bank of Japan,29.27520668
2013-04-12,Bank of Japan,29.01155136
2013-04-19,Bank of Japan,29.01155136
2013-04-26,Bank of Japan,31.12802369
2013-05-03,Bank of Japan,31.12442713
2013-05-10,Bank of Japan,30.82901614
2013-05-17,Bank of Japan,30.82901614
2013-05-24,Bank of Japan,31.55201669
2013-05-31,Bank of Japan,32.83391265
2013-06-07,Bank of Japan,32.83391265
2013-06-14,Bank of Japan,32.83337145
2013-06-21,Bank of Japan,33.12063982
2013-06-28,Bank of Japan,33.3296242
2013-07-05,Bank of Japan,33.3296242
2013-07-12,Bank of Japan,33.73705185
2013-07-19,Bank of Japan,33.73705185
2013-07-26,Bank of Japan,34.16039362
2013-08-02,Bank of Japan,35.05602429
2013-08-09,Bank of Japan,35.05602429
2013-08-16,Bank of Japan,35.47961685
2013-08-23,Bank of Japan,35.45066325
2013-08-30,Bank of Japan,35.45066325
2013-09-06,Bank of Japan,36.64772591
2013-09-13,Bank of Japan,36.93230361
2013-09-20,Bank of Japan,37.18773049
2013-09-27,Bank of Japan,37.18773049
2013-10-04,Bank of Japan,37.09271119
2013-10-11,Bank of Japan,37.74104645
2013-10-18,Bank of Japan,37.74104645
2013-10-25,Bank of Japan,37.85967738
2013-11-01,Bank of Japan,38.39775697
2013-11-08,Bank of Japan,38.39775697
2013-11-15,Bank of Japan,38.78136533
2013-11-22,Bank of Japan,39.26183244
2013-11-29,Bank of Japan,39.9254779
2013-12-06,Bank of Japan,39.9254779
2013-12-13,Bank of Japan,40.03057814
2013-12-20,Bank of Japan,39.81275718
2013-12-27,Bank of Japan,39.81275718
2014-01-03,Bank of Japan,39.94345894
2014-01-10,Bank of Japan,40.79502376
2014-01-17,Bank of Japan,40.79502376
2014-01-24,Bank of Japan,40.08543656
2014-01-31,Bank of Japan,41.36672002
2014-02-07,Bank of Japan,41.36672002
2014-02-14,Bank of Japan,41.90922344
2014-02-21,Bank of Japan,42.47393289
